repo_owner,repo_name,payload_commit_msg,created_at,dummy_column_do_not_delete,Status,commit_link,redirect_link,original_commit,Labels Gustavo,Labels Irineu,Labels Felipe,Consolidated Labels,Latest_404_status,What,Why,Codes,Themes,Secondary Themes,Noteworthy,Certainity,Environment,Bug fix,Level,Languages,Intention ,Repo,author_login,Final Themes,Final conditions,committer_login,Level detailed
CyanogenMod,android_kernel_samsung_n1,"Squashed commits from P4 commit b8a8494156b0868e5c830b08c5ab827835678e5d Author: Adam77Root <adam77root@gmail.com> Date: Sun Jun 9 17:37:30 2013 +0200 defconfig: remove duplicate Change-Id: I688f347a899ecbb926c1faaad6cf42946767dce4 commit 85284d500d6a6ff6e957f29f449ad7064b3f7893 Author: Adam77Root <adam77root@gmail.com> Date: Sun Jun 9 17:30:02 2013 +0200 defconfig: enable UHID Change-Id: I353acd9d98afa21d8bd8ca9c401d1e01dd1a68c4 commit bb4c191a9516dab88d7a82c113817ded81b611db Author: Vinicius Costa Gomes <vinicius.gomes@openbossa.org> Date: Sat Jul 14 18:59:25 2012 -0300 HID: uhid: Fix sending events with invalid data This was detected because events with invalid types were arriving to userspace. The code before this patch would only work for the first event in the queue (when uhid->tail is 0). Signed-off-by: Vinicius Costa Gomes <vinicius.gomes@openbossa.org> Reviewed-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 8cab1b88d2674bc871cd9c8f75495253c6564f62 Author: Jiri Kosina <jkosina@suse.cz> Date: Mon Jun 18 17:08:08 2012 +0200 HID: uhid: silence gcc warning gcc is giving me: drivers/hid/uhid.c: In function ‘uhid_hid_get_raw’: drivers/hid/uhid.c:157: warning: ‘len’ may be used uninitialized in this function which is clearly bogus, as - when used as memcpy() argument, it's initialized properly - the code is structured in a way that either 'ret' or 'len' is always initialized, so the return statement always has an initialized value. Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit dd7dfc79700c10c024c26566806af17871e3d33d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:27 2012 +0200 HID: uhid: add example program This adds an example user-space program that emulates a 3 button mouse with wheel. It detects keyboard presses and moves the mouse accordingly. It register a fake HID device to feed the raw HID reports into the kernel. In this example, you could use uinput to get the same result, but this shows how to get the same behavior with uhid so you don't need HID parsers in user-space. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit ca8cdce13357cc3ff7748c59c925413dce314a49 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:26 2012 +0200 HID: uhid: add documentation This describes the protocol used by uhid for user-space applications. It describes the details like non-blocking I/O and readv/writev for multiple events per syscall. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 655fc6be4996d7ec1230c7cabd709d2e3ec62c4d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:25 2012 +0200 HID: uhid: implement feature requests HID standard allows sending a feature request to the device which is answered by an HID report. uhid implements this by sending a UHID_FEATURE event to user-space which then must answer with UHID_FEATURE_ANSWER. If it doesn't do this in a timely manner, the request is discarded silently. We serialize the feature requests, that is, there is always only a single active feature-request sent to user-space, other requests have to wait. HIDP and USB-HID do it the same way. Because we discard feature-requests silently, we must make sure to match a response to the corresponding request. We use sequence-IDs for this so user-space must copy the ID from the request into the answer. Feature-answers are ignored if they do not contain the same ID as the currently pending feature request. Internally, we must make sure that feature-requests are synchronized with UHID_DESTROY and close() events. We must not dead-lock when closing the HID device, either, so we have to use separate locks. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit ccf1b5e4699d768cee9da29433e5d85ca2d21699 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:24 2012 +0200 HID: uhid: forward raw output reports to user-space Some drivers that use non-standard HID features require raw output reports sent to the device. We now forward these requests directly to user-space so the transport-level driver can correctly send it to the device or handle it correspondingly. There is no way to signal back whether the transmission was successful, moreover, there might be lots of messages coming out from the driver flushing the output-queue. However, there is currently no driver that causes this so we are safe. If some drivers need to transmit lots of data this way, we need a method to synchronize this and can implement another UHID_OUTPUT_SYNC event. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit a14a1e601fb4518dd962978dd96c55e8420f4c6d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:23 2012 +0200 HID: uhid: forward output request to user-space If the hid-driver wants to send standardized data to the device it uses a linux input_event. We forward this to the user-space transport-level driver so they can perform the requested action on the device. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit c87a868ba79c931c21ab3da720f03c74e31e819f Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:22 2012 +0200 HID: uhid: forward open/close events to user-space HID core notifies us with *_open/*_close callbacks when there is an actual user of our device. We forward these to user-space so they can react on this. This allows user-space to skip I/O unless they receive an OPEN event. When they receive a CLOSE event they can stop I/O again to save energy. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit c3b3287848544622be9d28a490f93ce790ff9fb6 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:21 2012 +0200 HID: uhid: add UHID_START and UHID_STOP events We send UHID_START and UHID_STOP events to user-space when the HID core starts/stops the device. This notifies user-space about driver readiness and data-I/O can start now. This directly forwards the callbacks from hid-core to user-space. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 69b67c28c6f903e755985b0acab6f7adee45728c Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:20 2012 +0200 HID: uhid: forward hid report-descriptor to hid core When the uhid_hid_parse callback is called we simply forward it to hid_parse_report() with the data that we got in the UHID_CREATE event. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit f81484567e8ef20dbeccb79f04692e08b40704e2 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:19 2012 +0200 HID: uhid: allow feeding input data into uhid devices This adds a new event type UHID_INPUT which allows user-space to feed raw HID reports into the HID subsystem. We copy the data into kernel memory and directly feed it into the HID core. There is no error handling of the events couldn't be parsed so user-space should consider all events successfull unless read() returns an error. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 5147437a91b810fc58ccb5a14dca93728b78ec29 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:18 2012 +0200 HID: uhid: add UHID_CREATE and UHID_DESTROY events UHID_CREATE and UHID_DESTROY are used to create and destroy a device on an open uhid char-device. Internally, we allocate and register an HID device with the HID core and immediately start the device. From now on events may be received or sent to the device. The UHID_CREATE event has a payload similar to the data used by Bluetooth-HIDP when creating a new connection. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 09136c8bac2053e99ed8f37e19d290bf6bc72289 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:17 2012 +0200 HID: uhid: implement write() on uhid devices Similar to read() you can only write() a single event with one call to an uhid device. To write multiple events use writev() which is supported by uhid. We currently always return -EOPNOTSUPP but other events will be added in later patches. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 0a0b89ce47acdf869ab19860258700e3179ce76d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:16 2012 +0200 HID: uhid: implement read() on uhid devices User-space can use read() to get a single event from uhid devices. read() does never return multiple events. This allows us to extend the event structure and still keep backwards compatibility. If user-space wants to get multiple events in one syscall, they should use the readv()/writev() syscalls which are supported by uhid. This introduces a new lock which helps us synchronizing simultaneous reads from user-space. We also correctly return -EINVAL/-EFAULT only on errors and retry the read() when some other thread captured the event faster than we did. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 92c2a8f37fd84c8cf00012b38216b0a21daeda45 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:15 2012 +0200 HID: uhid: allow poll()'ing on uhid devices As long as the internal buffer is not empty, we return POLLIN to user-space. uhid->head and uhid->tail are no atomics so the comparison may return inexact results. However, this doesn't matter here as user-space would need to poll() in two threads simultaneously to trigger this. And in this  ...",09/06/2013 16:46:59,,UNABLE-TO-CATEGORIZE,https://github.com/CyanogenMod/android_kernel_samsung_n1/commit/19a2a69a87f9bbee6c860aaea6425cde460d1681,,,[?][GIANT COMMIT],[UNABLE-TO-CATEGORIZE][GIANT COMMIT],[?],[GIANT COMMIT],EXISTS,,,,,,,,,,,,,CyanogenMod/android_kernel_samsung_n1,Adam77Root,,,Adam77Root,
AndreiLux,Perseus-UNIVERSAL5410,"cpufreq: Fake the IKS specific frequency table to stock values The table is implementation specfic and is used nowhere else, however Samsung's framework uses it for its power savings feature. The power- saving level is determined as a index offset from the maximum frequency. Discarding entries not in the stock frequency table ensures a correct power-savings mode.",09/06/2013 19:16:16,,UNABLE-TO-CATEGORIZE,https://github.com/AndreiLux/Perseus-UNIVERSAL5410/commit/1206bff50ee80761bf982257ba27eacf0be6f79e,,,[Unable to categorize],[UNABLE-TO-CATEGORIZE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,AndreiLux/Perseus-UNIVERSAL5410,AndreiLux,,,AndreiLux,
jarjar124,AK-mako,"usb: hsic: suspend hsic until really activated by the gadget driver Hsic can enter to low power mode only after bus suspend when connected to host. Since there is no disconnect state in hsic, hsic remaines resumed even not activated by the gadget driver. Therefore hsic still votes for some resources, such as clocks, that prevent from power save modes to occur, as Vdd minimization. This fix suspends the hsic by default, right after hsic udc driver Initializations take place, and only on activation by the gadget driver,aka pullup, resume the hsic device. Change-Id: I22ecbbd66e76e28161428287e6a8b44cf42a1325 CRs-Fixed: 400263 Signed-off-by: Ido Shayevitz <idos@codeaurora.org> Signed-off-by: Francisco Franco <franciscofranco.1990@gmail.com>",09/06/2013 21:52:41,,NOT-FOUND,https://github.com/jarjar124/AK-mako/commit/ad0aeb00c7adab882c02ef170d6e63e2f39a9375,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,jarjar124/AK-mako,,,,,
FlatTurtle,MyTurtleSleep,Save power state on sleep,10/06/2013 16:08:48,,FALSE-POSITIVE,https://github.com/FlatTurtle/MyTurtleSleep/commit/9ae32c7b7be07e0315912d7f6918adb3114b363f,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,FlatTurtle/MyTurtleSleep,NtynMichiel,,,NtynMichiel,
stevetrease,HomeMon,Modified to use Google charts for graphing hourly power consumption.,10/06/2013 20:05:22,,FALSE-POSITIVE,https://github.com/stevetrease/HomeMon/commit/d404f6cccab24e8409ab4e88345c8f1abdba92dc,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,stevetrease/HomeMon,stevetrease,,,stevetrease,
Ntemis,NOF-Nemesis,"OMAP4: PM: Handle LPDDR CLK IO errata during suspend/idle There is a HW bug in CMD PHY which gives ISO signals as same for both PADn and PADp on differential IO pad, because of which IO leaks higher as pull controls are differential internally and pull value does not match A value. Though there is no functionality impact due to this bug, it is seen that by disabling the pulls there is a savings ~500uA in OSWR, but draws ~300uA more during OFF mode. To save power during both idle/suspend following approach taken: 1) Enable WA during boot-up. 2) Disable WA while attempting suspend and enable during resume. CDDS no: OMAP4460-1.0BUG00291 (OMAP official errata ID yet to be available). Change-Id: Ic39f17be50ff602c71e714b05af3811b35c1a67f Reported-by: Logan Lee <hklee@ti.com> Signed-off-by: Shashi Shekar B.S. <shashi.shekar@ti.com> Signed-off-by: Ambresh K <ambresh@ti.com> Conflicts: arch/arm/mach-omap2/pm44xx.c",10/06/2013 21:51:31,,DUPLICATE,https://github.com/Ntemis/NOF-Nemesis/commit/5e9815a7f486f8d670b3606af9d6e3314d7b9712,,,,[SOFT-DUPLICATE] [VERIFY] [https://github.com/RAZR-K-Devs/android_kernel_motorola_omap4-common/commit/0705c9710c796e88cef3667446a06895575233b6] [original:OK],[OK],[VERIFY] [https://github.com/RAZR-K-Devs/android_kernel_motorola_omap4-common/commit/0705c9710c796e88cef3667446a06895575233b6] [original:OK],EXISTS,,,,,,,,,,,,,Ntemis/NOF-Nemesis,Ambresh,,,Ntemis,
Domination-42,android_packages_apps_Phone,"Phone: Disable accelerometer sensor while in-call and screen UI is off During an active ongoing call, on targets that support proximity sensors, there is an approximate spike in the current waveform in the order of 1 Hz. Krait is woken up frequently by the sensors even when the Screen UI is off while in-call. This fix ensures that by disabling the listener in such a scenario (In-Call + Screen UI turned off) there is no spike in power consumption. Change-Id: Ida45e1270c3f2662365fe0126a584621267cd248 CRs-Fixed: 336244, 435935",12/06/2013 19:33:57,,NOT-FOUND,https://github.com/Domination-42/android_packages_apps_Phone/commit/68475622e6c536122db6ae973123b90b0bec4832,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,Domination-42/android_packages_apps_Phone,,,,,
TeamRegular,android_kernel_samsung_epicmtd,Add power saving state DEEP IDLE version 2. Conflicts: drivers/misc/Makefile Change-Id: I1655f10cbbfea854d3cc0e9484669439b5af7f89,12/06/2013 22:58:48,,DUPLICATE,https://github.com/TeamRegular/android_kernel_samsung_epicmtd/commit/2621c21882cce8ac827e175c58dc90c4d08ef0f8,,,,[SOFT-DUPLICATE] [VERIFY] [https://github.com/edoko/AirKernel_NS_JBN/commit/05e48ffaa5acd97b0d74377f74cf1ba62dfc3357] [original:RELATED],,[VERIFY] [https://github.com/edoko/AirKernel_NS_JBN/commit/05e48ffaa5acd97b0d74377f74cf1ba62dfc3357] [original:RELATED],EXISTS,,,,,,,,,,,,,TeamRegular/android_kernel_samsung_epicmtd,Ezekeel,,,C457,
gabrielmd,contiki,added an output for the energy consumption,13/06/2013 17:52:35,,FALSE-POSITIVE,https://github.com/gabrielmd/contiki/commit/f8680354df7bed5c5dbaff2935bf764ab4df78bc,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,gabrielmd/contiki,gabrielmd,,,gabrielmd,
BigBrother1984,android_packages_apps_Phone,"Phone: Disable accelerometer sensor while in-call and screen UI is off During an active ongoing call, on targets that support proximity sensors, there is an approximate spike in the current waveform in the order of 1 Hz. Krait is woken up frequently by the sensors even when the Screen UI is off while in-call. This fix ensures that by disabling the listener in such a scenario (In-Call + Screen UI turned off) there is no spike in power consumption.",13/06/2013 18:38:13,,DUPLICATE,https://github.com/BigBrother1984/android_packages_apps_Phone/commit/3fa57429e1a7994316edb41cee06cf131727483d,,,,[VERIFIED] [https://github.com/snandlal/Phone/commit/2af4c02a639536747ba906fb245b1b3d08f84a0f],,[https://github.com/snandlal/Phone/commit/2af4c02a639536747ba906fb245b1b3d08f84a0f],EXISTS,,,,,,,,,,,,,BigBrother1984/android_packages_apps_Phone,,,,BigBrother1984,
sakindia123,android_kernel_samsung_smdk4412,"mutex: restrict mutex spinning to only one task per mutex Date Thu, 4 Apr 2013 10:54:17 -0400 The current mutex spinning code allow multiple tasks to spin on a single mutex concurrently. There are two major problems with this approach: 1. This is not very energy efficient as the spinning tasks are not doing useful work. The spinning tasks may also block other more important or useful tasks from running as preemption is disabled. Only one of the spinners will get the mutex at any time. The other spinners will have to wait for much longer to get it. 2. The mutex data structure on x86-64 should be 32 bytes. The spinning code spin on lock->owner which, in most cases, should be in the same 64-byte cache line as the lock->wait_lock spinlock. As a result, the mutex spinners are contending the same cacheline with other CPUs trying to get the spinlock leading to increased time spent on the spinlock as well as on the mutex spinning. These problems are worse on system with large number of CPUs. One way to reduce the effect of these two problems is to allow only one task to be spinning on a mutex at any time. This patch adds a new spinner field in the mutex.h to limit the number of spinner to only one task. That will increase the size of the mutex by 8 bytes in a 64-bit environment (4 bytes in a 32-bit environment). The AIM7 benchmarks were run on 3.7.10 derived kernels to show the performance changes with this patch on a 8-socket 80-core system with hyperthreading off. The table below shows the mean % change in performance over a range of users for some AIM7 workloads with just the less atomic operation patch (patch 1) vs the less atomic operation patch plus this one (patches 1+2). +--------------+-----------------+-----------------+-----------------+ | Workload | mean % change | mean % change | mean % change | | | 10-100 users | 200-1000 users | 1100-2000 users | +--------------+-----------------+-----------------+-----------------+ | alltests | -0.2% | -3.8% | -4.2% | | five_sec | -0.6% | -2.0% | -2.4% | | fserver | +2.2% | +16.2% | +2.2% | | high_systime | -0.3% | -4.3% | -3.0% | | new_fserver | +3.9% | +16.0% | +9.5% | | shared | -1.7% | -5.0% | -4.0% | | short | -7.7% | +0.2% | +1.3% | +--------------+-----------------+-----------------+-----------------+ It can be seen that this patch improves performance for the fserver and new_fserver workloads while suffering some slight drop in performance for the other workloads. Signed-off-by: Waiman Long <Waiman.Long@hp.com> Reviewed-by: Davidlohr Bueso <davidlohr.bueso@hp.com> Signed-off-by: Seongmin Park <r_data@naver.com>",14/06/2013 07:04:27,,DUPLICATE,https://github.com/sakindia123/android_kernel_samsung_smdk4412/commit/05029b10d6cfbfa1d854386bb2c597075fd512b7,,,,,,,EXISTS,,,,,,,,,,,,,sakindia123/android_kernel_samsung_smdk4412,longman88,,,sakindia123,
Grarak,ButterKernel-n1,"Squashed commits from P4 commit b8a8494156b0868e5c830b08c5ab827835678e5d Author: Adam77Root <adam77root@gmail.com> Date: Sun Jun 9 17:37:30 2013 +0200 defconfig: remove duplicate Change-Id: I688f347a899ecbb926c1faaad6cf42946767dce4 commit 85284d500d6a6ff6e957f29f449ad7064b3f7893 Author: Adam77Root <adam77root@gmail.com> Date: Sun Jun 9 17:30:02 2013 +0200 defconfig: enable UHID Change-Id: I353acd9d98afa21d8bd8ca9c401d1e01dd1a68c4 commit bb4c191a9516dab88d7a82c113817ded81b611db Author: Vinicius Costa Gomes <vinicius.gomes@openbossa.org> Date: Sat Jul 14 18:59:25 2012 -0300 HID: uhid: Fix sending events with invalid data This was detected because events with invalid types were arriving to userspace. The code before this patch would only work for the first event in the queue (when uhid->tail is 0). Signed-off-by: Vinicius Costa Gomes <vinicius.gomes@openbossa.org> Reviewed-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 8cab1b88d2674bc871cd9c8f75495253c6564f62 Author: Jiri Kosina <jkosina@suse.cz> Date: Mon Jun 18 17:08:08 2012 +0200 HID: uhid: silence gcc warning gcc is giving me: drivers/hid/uhid.c: In function ‘uhid_hid_get_raw’: drivers/hid/uhid.c:157: warning: ‘len’ may be used uninitialized in this function which is clearly bogus, as - when used as memcpy() argument, it's initialized properly - the code is structured in a way that either 'ret' or 'len' is always initialized, so the return statement always has an initialized value. Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit dd7dfc79700c10c024c26566806af17871e3d33d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:27 2012 +0200 HID: uhid: add example program This adds an example user-space program that emulates a 3 button mouse with wheel. It detects keyboard presses and moves the mouse accordingly. It register a fake HID device to feed the raw HID reports into the kernel. In this example, you could use uinput to get the same result, but this shows how to get the same behavior with uhid so you don't need HID parsers in user-space. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit ca8cdce13357cc3ff7748c59c925413dce314a49 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:26 2012 +0200 HID: uhid: add documentation This describes the protocol used by uhid for user-space applications. It describes the details like non-blocking I/O and readv/writev for multiple events per syscall. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 655fc6be4996d7ec1230c7cabd709d2e3ec62c4d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:25 2012 +0200 HID: uhid: implement feature requests HID standard allows sending a feature request to the device which is answered by an HID report. uhid implements this by sending a UHID_FEATURE event to user-space which then must answer with UHID_FEATURE_ANSWER. If it doesn't do this in a timely manner, the request is discarded silently. We serialize the feature requests, that is, there is always only a single active feature-request sent to user-space, other requests have to wait. HIDP and USB-HID do it the same way. Because we discard feature-requests silently, we must make sure to match a response to the corresponding request. We use sequence-IDs for this so user-space must copy the ID from the request into the answer. Feature-answers are ignored if they do not contain the same ID as the currently pending feature request. Internally, we must make sure that feature-requests are synchronized with UHID_DESTROY and close() events. We must not dead-lock when closing the HID device, either, so we have to use separate locks. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit ccf1b5e4699d768cee9da29433e5d85ca2d21699 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:24 2012 +0200 HID: uhid: forward raw output reports to user-space Some drivers that use non-standard HID features require raw output reports sent to the device. We now forward these requests directly to user-space so the transport-level driver can correctly send it to the device or handle it correspondingly. There is no way to signal back whether the transmission was successful, moreover, there might be lots of messages coming out from the driver flushing the output-queue. However, there is currently no driver that causes this so we are safe. If some drivers need to transmit lots of data this way, we need a method to synchronize this and can implement another UHID_OUTPUT_SYNC event. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit a14a1e601fb4518dd962978dd96c55e8420f4c6d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:23 2012 +0200 HID: uhid: forward output request to user-space If the hid-driver wants to send standardized data to the device it uses a linux input_event. We forward this to the user-space transport-level driver so they can perform the requested action on the device. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit c87a868ba79c931c21ab3da720f03c74e31e819f Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:22 2012 +0200 HID: uhid: forward open/close events to user-space HID core notifies us with *_open/*_close callbacks when there is an actual user of our device. We forward these to user-space so they can react on this. This allows user-space to skip I/O unless they receive an OPEN event. When they receive a CLOSE event they can stop I/O again to save energy. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit c3b3287848544622be9d28a490f93ce790ff9fb6 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:21 2012 +0200 HID: uhid: add UHID_START and UHID_STOP events We send UHID_START and UHID_STOP events to user-space when the HID core starts/stops the device. This notifies user-space about driver readiness and data-I/O can start now. This directly forwards the callbacks from hid-core to user-space. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 69b67c28c6f903e755985b0acab6f7adee45728c Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:20 2012 +0200 HID: uhid: forward hid report-descriptor to hid core When the uhid_hid_parse callback is called we simply forward it to hid_parse_report() with the data that we got in the UHID_CREATE event. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit f81484567e8ef20dbeccb79f04692e08b40704e2 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:19 2012 +0200 HID: uhid: allow feeding input data into uhid devices This adds a new event type UHID_INPUT which allows user-space to feed raw HID reports into the HID subsystem. We copy the data into kernel memory and directly feed it into the HID core. There is no error handling of the events couldn't be parsed so user-space should consider all events successfull unless read() returns an error. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 5147437a91b810fc58ccb5a14dca93728b78ec29 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:18 2012 +0200 HID: uhid: add UHID_CREATE and UHID_DESTROY events UHID_CREATE and UHID_DESTROY are used to create and destroy a device on an open uhid char-device. Internally, we allocate and register an HID device with the HID core and immediately start the device. From now on events may be received or sent to the device. The UHID_CREATE event has a payload similar to the data used by Bluetooth-HIDP when creating a new connection. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 09136c8bac2053e99ed8f37e19d290bf6bc72289 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:17 2012 +0200 HID: uhid: implement write() on uhid devices Similar to read() you can only write() a single event with one call to an uhid device. To write multiple events use writev() which is supported by uhid. We currently always return -EOPNOTSUPP but other events will be added in later patches. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 0a0b89ce47acdf869ab19860258700e3179ce76d Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:16 2012 +0200 HID: uhid: implement read() on uhid devices User-space can use read() to get a single event from uhid devices. read() does never return multiple events. This allows us to extend the event structure and still keep backwards compatibility. If user-space wants to get multiple events in one syscall, they should use the readv()/writev() syscalls which are supported by uhid. This introduces a new lock which helps us synchronizing simultaneous reads from user-space. We also correctly return -EINVAL/-EFAULT only on errors and retry the read() when some other thread captured the event faster than we did. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz> commit 92c2a8f37fd84c8cf00012b38216b0a21daeda45 Author: David Herrmann <dh.herrmann@googlemail.com> Date: Sun Jun 10 15:16:15 2012 +0200 HID: uhid: allow poll()'ing on uhid devices As long as the internal buffer is not empty, we return POLLIN to user-space. uhid->head and uhid->tail are no atomics so the comparison may return inexact results. However, this doesn't matter here as user-space would need to poll() in two threads simultaneously to trigger this. And in this  ...",14/06/2013 16:50:07,,NOT-FOUND,https://github.com/Grarak/ButterKernel-n1/commit/b29ee96c4cdaeb170607cbeb7fd4693f3c20f157,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,Grarak/ButterKernel-n1,,,,,
